user_id,recommended_song_1,recommended_song_2,recommended_song_3,recommended_song_4,recommended_song_5,recommended_song_6,recommended_song_7,recommended_song_8,recommended_song_9,recommended_song_10
e4e99e5b3223bec258cf2ff0d090d05a06302344,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFLJQZ12A6D4FADA6,SOGCWUH12AC90732B0,SODOWUC12AC9097E76,SODGVGW12AC9075A8D,SOGWJEY12AC9618862,SOUFTBI12AB0183F65,SOTWNDJ12A8C143984,SOOFYTN12A6D4F9B35
15b64f7a097c90b540b492e360a643d45234cfd9,SOOOVKJ12A6D4F812B,SOHJOLH12A6310DFE5,SOAIVZL12A8C139DFB,SOHMTUC12A58A799D4,SOOBHEX12A6D4F8151,SONRYRS12A8C139DCE,SOLQOJU12A8C139E03,SOIXPRO12AB0180A29,SOGHOFP12A8C142D78,SONYELH12AF72A2C15
530b94ecae74ff525738bfd053f1bbee2a505078,SOGCWUH12AC90732B0,SODOWUC12AC9097E76,SOGWJEY12AC9618862,SOTWNDJ12A8C143984,SOWCBKV12AC90732A6,SOIDDNJ12AC9071B90,SOUFTBI12AB0183F65,SOUSMXX12AB0185C24,SOWEJXA12A6701C574,SOUDBWL12A6D4F8155
838108b69c82ebdf7cddd61ac2c0e1d2572e43b6,SODOWUC12AC9097E76,SODGVGW12AC9075A8D,SOGWJEY12AC9618862,SOUDBWL12A6D4F8155,SOGCWUH12AC90732B0,SOUGCDK12AC95F075F,SOFKFXC12AC90732A5,SOAUWYT12A81C206F1,SOTASGN12AC9075A8F,SOSWWEU12AC9097E4C
4c6ec11bf897c14a44f56a9616f0942764d28227,SOAUWYT12A81C206F1,SOSXLTC12AF72A7F54,SOFLJQZ12A6D4FADA6,SOPSOHT12A67AE0235,SOWNIWL12AB017B720,SOPBFHP12A8C131F30,SOSJRJP12A6D4F826F,SOOFYTN12A6D4F9B35,SOOFTNW12AB017DB3E,SOJSXJY12A8C13E32E
d6589314c0a9bcbca4fee0c93b14bc402363afea,SOFVZRE12A8C139783,SOKMHKY12AF72AB079,SONQEYS12AF72AABC9,SOLWZVR12AB01849C6,SOQZYQH12A8AE468E5,SORWLTW12A670208FA,SOAQMNM12AB0188D7A,SOGPNGN12A8C143969,SODCADR12AF72A1A99,SOXQYSC12A6310E908
c5c7548cba9970b695f1ade5164c11a0101eb00e,SOTWNDJ12A8C143984,SOLFXKT12AB017E3E0,SOUSMXX12AB0185C24,SODOWUC12AC9097E76,SOGWJEY12AC9618862,SOPPROJ12AB0184E18,SOWCBKV12AC90732A6,SOKLRPJ12A8C13C3FE,SOTWSXL12A8C143349,SOLRGVL12A8C143BC3
c01f9838d66929bd2494eb8e627054024a13d5c4,SOMCMKG12A8C1347BF,SOWEHOM12A6BD4E09E,SOSJRJP12A6D4F826F,SOBONKR12A58A7A7E0,SOUFTBI12AB0183F65,SOUDLVN12AAFF43658,SOCNAXF12A6D4F9B34,SOFLJQZ12A6D4FADA6,SOPPROJ12AB0184E18,SOPSOHT12A67AE0235
405d396ea64d75b5eaefaaf8ac836f45fa56af4d,SOMCAFM12A58A7B024,SOZCDWG12A6D4F81E1,SOOIVVR12A6D4F968C,SOEBOWM12AB017F279,SOBYZRW12A58A7ABF1,SOHFJAQ12AB017E4AF,SOQBMFK12A8C13835B,SODASIJ12A6D4F5D89,SOSHJIH12AF72A1D72,SONWUZV12AB0180BAD
0659229d409ede40887c2a4bc44e8b264a7b8b40,SOTKMXA12A6D4F672F,SOWCKVR12A8C142411,SOLZEED12A6D4FA8C9,SOPJULC12A6D4F667F,SOXHIDK12A58A7CFB3,SOYKKZP12A6D4F78D0,SOIQXJH12A8AE46CF6,SOBBMDR12A8C13253B,SOKXHKF12A6D4F863E,SOWPASM12A8C142B88
0cbf94d3a3f54e5bbd779dd389c1155418b3aa56,SOPXKYD12A6D4FA876,SOXHIDK12A58A7CFB3,SOJMUUU12A8C137A4F,SOVSPCM12A67ADE7A8,SOZVCRW12A67ADA0B7,SORWLTW12A670208FA,SOWCKVR12A8C142411,SOIQXJH12A8AE46CF6,SOEELNH12A6D4F6522,SOTKMXA12A6D4F672F
77448d704c1b9acc37037d400302ce7f8a9496c7,SOWEHOM12A6BD4E09E,SOAUFOF12AB0180C65,SOLWRZI12A6D4FC4F0,SOAIAAT12A8C145D49,SOMORYX12B0B80908A,SOMRYYN12A6310F0F3,SOFLJQZ12A6D4FADA6,SONGIPI12A8AE46162,SOAUWYT12A81C206F1,SOTHQRU12A58A78698
270dffee86b3e7bfb81892f5ae2c60c1d2f15839,SONYKOW12AB01849C9,SOWCKVR12A8C142411,SODGJKH12AAA8C9487,SOOFYTN12A6D4F9B35,SOLRGVL12A8C143BC3,SOFLJQZ12A6D4FADA6,SONNSYV12A8C146BEC,SOAUFOF12AB0180C65,SOCVTLJ12A6310F0FD,SOCKSGZ12A58A7CA4B
344af62cf08ea5c4ea1eb554366d221c1431f4d3,SOUKMKR12A8C141925,SOGPNGN12A8C143969,SOADJQJ12A8C141D38,SOBXHDL12A81C204C0,SOGVKXX12A67ADA0B8,SOLFXKT12AB017E3E0,SOTKMXA12A6D4F672F,SOKEYJQ12A6D4F6132,SOKUAGP12A8C133B94,SOPEOGA12AB017B694
43683da3c6c5a93c7938ff550faf0d039a9a639a,SOFLJQZ12A6D4FADA6,SOLFXKT12AB017E3E0,SOBBKGF12A8C1311EE,SOAKMDU12A8C1346A9,SOYYJMW12A6D4F8636,SOHKZSM12A8C13E5D5,SOSNJIT12A8159E8DB,SOMNTMT12A8C1400F6,SONUSON12AB0184325,SOUMHDX12AAF3B130B
